代码,名称,当前,近1月,近3月,近6月,近1年,近3年,成立来,
1837,前海开源沪港深蓝筹精选混合,1.0927,-0.63%,-10.54%,-16.92%,-16.46%,--,20.71%,
1838,国投瑞银国家安全混合,0.643,-10.28%,-9.52%,-19.15%,-25.83%,--,-35.40%,
1839,九泰久兴灵活配置混合,0.7923,-6.26%,-14.53%,-20.84%,-23.75%,--,-16.65%,
1842,九泰日添金货币A,0.8574,0.21%,0.79%,1.72%,3.71%,--,10.18%,
1843,九泰日添金货币B,0.9234,0.23%,0.85%,1.84%,3.96%,--,10.93%,
1844,九泰久益混合C,0.9703,-3.67%,0.25%,-4.43%,-2.65%,--,9.72%,
1845,国寿安保稳恒混合A,1.088,0.00%,0.83%,0.74%,1.49%,8.69%,8.80%,
1846,国寿安保稳健回报混合A,,,,,,,,
1847,国寿安保尊盈一年债券A,1.0615,0.47%,2.31%,2.41%,2.31%,--,6.10%,
1848,国寿安保尊盈一年债券C,1.0495,0.48%,2.14%,2.24%,1.94%,--,4.90%,
1849,前海开源强势共识100强股票,0.8454,0.59%,-9.00%,-12.20%,-17.25%,--,-15.10%,
1850,国泰安益灵活配置混合A,1.0926,0.46%,-2.25%,-4.07%,-1.90%,--,9.24%,
1851,中融强国制造混合,1.0279,0.20%,2.60%,0.10%,2.08%,--,6.27%,
1852,融通中国风1号灵活配置混合,1.0395,-4.47%,-12.25%,-13.05%,-15.51%,--,7.61%,
1853,融通中国风1号灵活配置混合(后端),,,,,,,,
1854,景顺长城景颐增利债券A,0.9719,-1.52%,-5.73%,-5.36%,-9.34%,-3.00%,-2.90%,
1855,景顺长城景颐增利债券C,0.9589,-1.64%,-6.63%,-6.45%,-10.38%,-4.30%,-4.20%,
1856,易方达环保主题混合,0.8978,-4.58%,-8.01%,-16.65%,-13.68%,--,-10.40%,
1857,易方达现代服务业混合,0.8332,-3.78%,-14.39%,-16.67%,--,--,-18.50%,
1858,建信鑫利灵活配置混合,0.8653,-1.26%,-7.77%,-11.91%,-16.53%,--,-13.52%,
1859,大摩增值18个月开放债券A,1.1302,0.89%,3.66%,4.23%,6.38%,--,13.40%,
1860,大摩增值18个月开放债券C,1.1182,0.81%,3.60%,4.08%,5.95%,--,12.20%,
1861,富安达健康人生混合,0.9675,-6.39%,-17.38%,-17.52%,-8.89%,--,-2.59%,
1862,东方红收益增强债券A,0.9601,-0.83%,-3.13%,-7.53%,-6.35%,--,3.40%,
1863,东方红收益增强债券C,0.949,-0.84%,-3.17%,-7.60%,-6.60%,--,2.38%,
1864,中海魅力长三角混合,0.9287,-10.05%,-18.19%,-24.12%,-25.82%,--,-6.90%,
1865,前海开源事件驱动混合C,1.1389,1.15%,-0.70%,-7.00%,-5.23%,--,14.20%,
1866,北信瑞丰新成长,0.9191,2.33%,-3.26%,-10.90%,-11.80%,--,-4.30%,
1867,诺安聚鑫宝货币D,0.6179,0.20%,0.69%,1.60%,3.57%,10.22%,10.37%,
1868,招商产业债券C,1.3193,0.61%,2.49%,3.61%,5.60%,14.70%,15.00%,
1869,招商制造业混合A,0.898,-6.45%,-12.88%,-23.86%,-23.08%,--,0.78%,
1870,前海开源货币A,0.5868,0.22%,0.72%,1.63%,3.62%,9.53%,9.54%,
1871,前海开源货币B,0.6542,0.24%,0.78%,1.76%,3.87%,10.31%,10.33%,
1872,嘉实丰益信用定期债券C,1.0062,0.40%,0.70%,1.55%,3.16%,19.69%,19.81%,
1873,嘉实增强收益定期债券C,1.0078,0.00%,0.40%,0.00%,0.36%,7.56%,7.66%,
1874,前海开源沪港深价值精选混合,0.9496,-1.24%,-5.54%,-6.33%,-5.15%,--,11.07%,
1875,前海开源沪港深优势精选混合,0.9516,-5.88%,-5.51%,-8.01%,-1.74%,--,33.93%,
1876,鹏华全球高收益债美元现汇,0.1573,0.38%,2.01%,-6.49%,-6.49%,10.14%,12.00%,
1877,宝盈国家安全沪港深股票,0.7144,-8.66%,-11.81%,-17.30%,-26.91%,--,-28.30%,
1878,嘉实沪港深精选股票,1.2465,0.40%,-14.32%,-21.93%,-20.61%,--,31.31%,
1879,长城创新动力灵活配置混合,0.8683,-3.57%,-11.20%,-11.26%,-20.35%,--,-12.86%,
1880,长城中国智造灵活配置混合,0.9118,-1.54%,-6.39%,-8.17%,-11.22%,--,-9.00%,
1881,中欧新趋势混合E,0.9188,-6.33%,-16.90%,-18.84%,-18.33%,8.24%,14.14%,
1882,中欧价值发现混合E,1.9346,-3.25%,-12.24%,-14.49%,-12.24%,27.23%,33.07%,
1883,中欧新动力混合(LOF)E,1.3825,-1.82%,-11.61%,-14.30%,-17.80%,6.03%,10.61%,
1884,中欧互通精选混合E,1.1771,-0.91%,-7.99%,-15.33%,-14.56%,-0.84%,3.46%,
1885,中欧新蓝筹混合E,0.9479,-4.98%,-13.69%,-15.37%,-14.05%,8.11%,13.57%,
1886,中欧行业成长混合(LOF)E,0.9287,-2.53%,-14.98%,-17.75%,-14.71%,12.80%,19.17%,
1887,中欧价值智选混合E,1.6988,-1.06%,-7.17%,-4.52%,-6.37%,6.07%,12.76%,
1888,中欧盛世成长混合(LOF)E,1.0597,-7.17%,-10.52%,-17.65%,-18.64%,-2.69%,3.27%,
1889,中欧增强回报债券(LOF)E,1.0676,0.72%,1.95%,3.21%,5.54%,13.87%,13.85%,
1890,中欧精选定期开放混合E,0.787,-8.32%,-11.47%,-16.13%,-17.69%,-20.57%,-10.73%,
1891,中欧成长优选混合E,0.946,-4.46%,-11.48%,-17.71%,-12.24%,1.26%,4.86%,
1892,长盛新兴成长混合,0.9927,-0.99%,-9.86%,-13.09%,-5.32%,--,-0.40%,
1893,华宝现金添益B,0.8144,0.26%,0.80%,1.79%,3.91%,--,10.12%,
1894,泰达宏利活期友货币A,0.8055,0.26%,0.80%,1.83%,3.94%,--,9.93%,
1895,泰达宏利活期友货币B,0.8722,0.28%,0.86%,1.96%,4.19%,--,10.70%,
1896,泰达宏利绝对混合,0.9691,0.00%,-2.12%,-3.87%,-5.74%,--,-3.10%,
1897,九泰久盛量化先锋混合A,0.7457,-8.35%,-15.99%,-24.42%,-29.88%,--,-12.07%,
1898,易方达大健康混合,0.9164,-4.61%,-13.33%,-12.50%,-9.00%,--,-9.00%,
1899,东海社会安全,0.5236,-11.30%,-21.14%,-32.56%,-37.31%,--,-47.40%,
1901,前海开源沪港深隆鑫混合A,1.0618,0.28%,-2.47%,-6.26%,-1.12%,--,6.40%,
1902,前海开源沪港深隆鑫混合C,1.0668,0.28%,-2.55%,-6.40%,-0.65%,--,6.80%,
1903,光大欣鑫混合A,1.4553,0.68%,1.95%,2.95%,3.54%,--,69.42%,
1904,光大欣鑫混合C,1.113,0.63%,2.00%,3.01%,3.66%,--,16.21%,
1905,华安安益灵活配置混合,0.9673,-1.82%,-4.32%,-6.23%,-4.76%,--,-3.14%,
1906,东方红6个月定开债,1.0643,0.88%,2.35%,3.60%,5.86%,--,10.37%,
1907,国投瑞银境煊灵活配置混合A,1.0858,-0.34%,-1.98%,-1.47%,0.97%,--,8.64%,
1908,国投瑞银境煊灵活配置混合C,1.0651,-0.39%,-2.13%,-1.77%,0.33%,--,6.55%,
1909,创金合信货币,1.4026,0.25%,0.80%,1.80%,3.91%,--,10.07%,
1910,泰康新机遇混合,0.9551,-1.75%,-13.50%,-15.71%,-14.34%,--,5.36%,
1911,博时裕恒纯债债券,1.0688,0.60%,1.76%,3.03%,6.07%,--,12.60%,
1912,中欧强势多策略债券,1.0963,0.27%,0.55%,3.30%,4.28%,--,9.70%,
1914,中信建投聚利混合,0.8593,-3.24%,-13.49%,-14.69%,-14.55%,--,-10.19%,
1915,宝盈医疗健康沪港深股票,0.7593,-7.79%,-25.90%,-27.12%,-16.24%,--,-24.20%,
1916,新沃通宝A,0.6804,0.27%,0.80%,1.75%,3.83%,--,9.78%,
1917,招商量化精选股票,0.7478,-6.65%,-16.21%,-25.05%,-28.78%,--,-20.82%,
1918,圆信永丰兴利A,1.0421,0.68%,2.06%,3.07%,4.61%,--,7.67%,
1919,圆信永丰兴利C,1.0591,0.67%,2.12%,4.85%,6.11%,--,8.67%,
1920,景顺长城景颐宏利债券A,1.0782,0.84%,0.19%,1.31%,1.60%,--,8.10%,
1921,景顺长城景颐宏利债券C,1.0402,0.77%,0.10%,0.97%,1.16%,--,4.30%,
1922,国泰新目标收益保本混合,1.035,3.50%,0.10%,0.68%,0.19%,0.98%,--,
1923,国泰添益灵活配置混合,,,,,,,,
1924,华夏国企改革混合,0.6898,-11.17%,-19.53%,-26.77%,-30.20%,--,-31.60%,
1925,兴业鑫天盈货币A,0.5709,0.20%,0.63%,1.47%,3.42%,--,9.17%,
1926,兴业鑫天盈货币B,0.6369,0.22%,0.69%,1.59%,3.66%,--,10.02%,
1927,华夏消费升级灵活配置混合A,1.3703,-2.40%,-13.75%,-15.81%,-9.75%,--,34.20%,
1928,华夏消费升级灵活配置混合C,1.3519,-2.50%,-13.86%,-16.04%,-10.18%,--,32.40%,
1929,华夏收益宝货币A,0.7323,0.23%,0.75%,1.71%,3.73%,--,10.10%,
1930,华夏收益宝货币B,0.8008,0.25%,0.81%,1.84%,3.99%,--,10.91%,
1931,国寿安保鑫钱包货币,0.8265,0.26%,0.89%,1.90%,4.03%,--,10.41%,
1932,国寿安保保本混合,1.0491,5.00%,0.10%,0.19%,0.48%,2.34%,--,
1933,华商新兴活力混合,0.8523,-3.40%,-10.79%,-17.04%,-18.16%,--,-14.80%,
1934,国泰全球绝对收益美元现钞,--,-0.63%,-0.84%,-1.46%,-0.53%,--,-5.40%,
1935,国泰全球绝对收益美元现汇,--,-1.37%,-1.68%,-2.39%,-1.37%,--,-6.10%,
1936,国泰全球绝对收益人民币,--,-0.49%,2.63%,7.18%,3.57%,--,1.50%,
1937,兴银现金增利货币,0.7994,0.24%,0.79%,1.79%,3.98%,--,9.85%,
1938,中欧时代先锋股票A,1.0097,-6.42%,-11.29%,-16.30%,-10.47%,--,53.12%,
1939,光大睿鑫混合A,1.2101,0.08%,-1.02%,-1.34%,1.68%,--,38.99%,
1940,农银现代农业加,0.9381,-4.11%,-15.97%,-22.02%,-24.01%,--,-5.42%,
1941,融通通源短融债券B,1.0691,0.47%,1.31%,2.52%,4.49%,--,9.50%,
1942,前海开源沪港深汇鑫混合A,1.148,0.17%,0.17%,0.44%,-0.35%,--,14.80%,
1943,前海开源沪港深汇鑫混合C,1.139,0.09%,0.18%,0.35%,-0.52%,--,13.80%,
1945,东方红信用债债券A,1.0625,-0.19%,0.76%,0.66%,3.91%,--,10.48%,
1946,东方红信用债债券C,1.0505,-0.19%,0.67%,0.48%,3.55%,--,9.25%,
1947,上投摩根安鑫回报A,0.9849,-0.20%,-1.01%,-1.89%,-0.26%,--,3.74%,
1948,建信稳定丰利债券A,1.0869,0.65%,0.65%,2.07%,4.62%,--,8.70%,
1949,建信稳定丰利债券C,1.0739,0.66%,0.47%,1.90%,4.17%,--,7.40%,
1950,鹏华丰泰定开债B,1.0189,0.77%,1.57%,1.01%,2.48%,--,6.98%,
1951,金鹰改革红利混合,0.8637,-4.93%,-11.34%,-19.03%,-19.41%,--,-13.20%,
1954,银华生态环保主题灵活配置混合,0.8709,-3.54%,-4.29%,-11.75%,-18.98%,--,-12.90%,
1955,中欧养老产业混合,0.9854,-4.09%,-11.73%,-18.17%,-17.07%,--,-1.40%,
1956,国联安科技动力,0.684,-11.82%,-25.50%,-38.32%,-36.62%,--,-31.26%,
1957,嘉合磐通债券A,1.0301,-0.39%,0.19%,1.18%,--,--,2.80%,
1958,嘉合磐通债券C,1.0291,-0.29%,0.20%,1.18%,--,--,2.70%,
1959,华商乐享互联灵活配置混合,0.5064,-13.25%,-23.87%,-30.19%,-41.46%,--,-49.60%,
1960,兴银瑞益,1.0722,0.66%,1.52%,3.18%,5.41%,--,8.26%,
1961,博时裕荣纯债债券,1.0885,0.56%,1.43%,2.72%,4.96%,--,12.54%,
1963,中欧天禧债券,1.0932,0.46%,1.39%,2.63%,5.09%,--,9.40%,
1964,诺安泰鑫一年定开债C,1.0472,0.48%,1.45%,3.45%,4.53%,--,8.66%,
1965,圆信永丰兴源灵活配置混合A,0.8657,-1.91%,-12.29%,-19.20%,-16.01%,--,-12.90%,
1966,圆信永丰兴源灵活配置混合C,0.8636,-2.03%,-12.32%,-19.33%,-16.22%,--,-13.20%,
1967,华宝转型升级混合,0.8522,-4.24%,-13.42%,-23.73%,-25.46%,--,-14.20%,
1968,光大尊盈半年定开债A,1.0215,0.50%,1.28%,2.56%,4.74%,--,6.28%,
1969,光大尊盈半年定开债C,1.0363,0.45%,1.16%,2.34%,4.30%,--,5.69%,
1970,泰信鑫选灵活配置混合A,0.6866,-11.60%,-20.14%,-31.33%,-32.68%,--,-31.40%,
1972,前海开源沪港深智慧生活混合,1.0821,-0.55%,-11.05%,-23.43%,-19.49%,--,9.50%,
1973,光大耀钱包货币A,0.736,0.23%,0.81%,1.79%,3.82%,--,9.92%,
1974,景顺长城量化新动力股票,1.228,-0.65%,-9.15%,-14.22%,-11.05%,--,23.10%,
1975,景顺长城环保优势股票,1.2337,-5.09%,-18.87%,-25.63%,-20.75%,--,23.00%,
1976,海富通一年定开债C,1.6993,0.59%,2.72%,3.35%,7.70%,--,5.09%,
1978,泰信互联网+混合,0.8097,-5.34%,-13.21%,-18.34%,-17.68%,--,-18.50%,
1979,南方沪港深价值,0.7859,-1.62%,-11.04%,-17.62%,-25.54%,--,-21.00%,
1980,中欧量化驱动混合,0.8144,-8.55%,-21.86%,--,--,--,-18.16%,
1981,富国收益宝交易型货币A,0.731,0.24%,0.81%,1.82%,3.93%,--,9.47%,
1982,富国收益宝交易型货币B,0.7968,0.26%,0.87%,1.94%,4.18%,--,9.58%,
1983,中邮低碳配置混合,0.5498,-3.49%,-11.80%,-21.78%,-29.46%,--,-44.70%,
1984,上投摩根智慧生活混合,0.9222,-2.03%,-13.90%,-17.68%,-21.82%,--,-8.30%,
1985,富国低碳新经济混合,1.0959,-6.31%,-12.94%,-24.63%,-20.07%,--,8.30%,
1986,前海开源人工智能主题混合,0.8783,-9.60%,-20.05%,-29.65%,-34.10%,--,-11.50%,
1987,东方金元宝货币,0.7655,0.24%,0.76%,1.74%,3.92%,--,10.48%,
1988,南方纯元A,1.0321,0.78%,1.67%,3.30%,5.87%,--,7.68%,
1989,南方纯元C,1.0271,0.79%,1.48%,2.68%,4.93%,--,6.51%,
1990,中欧数据挖掘混合A,0.797,-7.50%,-16.03%,-21.59%,-20.85%,--,-13.46%,
1991,农银天天利货币A,0.7844,0.24%,0.83%,1.73%,3.82%,--,9.38%,
1992,农银天天利货币B,0.8507,0.26%,0.89%,1.85%,4.07%,--,10.12%,
1993,博时裕泰纯债债券,1.0501,0.47%,1.82%,2.57%,4.88%,--,13.24%,
1994,华安年年红债券C,1.0684,0.09%,2.20%,3.57%,5.08%,--,9.57%,
1997,工银新趋势灵活配置混合C,1.0306,0.88%,-5.24%,-11.50%,-5.84%,--,3.10%,
1998,工银新焦点混合C,1.0139,0.10%,0.40%,-3.15%,-1.07%,--,1.30%,
1999,博时安荣18个月定开债,1.0272,0.29%,1.99%,3.42%,3.74%,--,8.27%,
2000,工银新生利混合,1.0473,0.48%,0.00%,-1.78%,-2.15%,--,4.70%,
2001,华夏回报混合A,1.2355,-4.17%,-13.69%,-17.45%,-10.11%,14.21%,882.09%,
2002,华夏回报混合A(后端),,,,,,,,
2003,工银新机遇灵活配置混合A,0.8222,-3.63%,-10.05%,-15.76%,-19.79%,--,-17.70%,
2004,工银新机遇灵活配置混合C,0.813,-3.66%,-10.14%,-16.07%,-20.33%,--,-18.50%,
2005,工银新得利混合,1.0767,0.28%,0.28%,-1.28%,0.09%,--,7.80%,
2006,工银新得益混合,1.1072,-0.18%,-0.63%,-1.86%,2.88%,--,10.70%,
2007,工银新得润混合,1.086,-0.09%,-0.46%,0.46%,2.07%,--,8.50%,
2009,中欧瑾通灵活配置混合A,1.0499,0.40%,0.74%,1.67%,4.19%,--,12.03%,
2010,中欧瑾通灵活配置混合C,1.0328,0.37%,0.65%,1.51%,3.88%,--,10.31%,
2011,华夏红利混合,1.83,-3.60%,-10.53%,-22.17%,-27.07%,-23.44%,585.07%,
2012,华夏红利混合(后端),,,,,,,,
2013,中欧琪丰灵活配置混合A,,,,,,,,
2014,中欧琪丰灵活配置混合C,,,,,,,,
2015,南方荣光A,1.111,0.82%,1.00%,1.18%,3.25%,--,11.10%,
2016,南方荣光C,1.111,0.82%,0.91%,1.18%,3.25%,--,11.10%,
2017,招商瑞丰灵活配置混合发起式C,1.2644,-3.60%,-5.90%,-8.70%,-7.90%,--,1.20%,
2018,鹏华弘安混合A,1.0683,0.10%,-1.20%,-0.66%,1.73%,--,9.19%,
2019,鹏华弘安混合C,1.026,0.08%,-1.27%,-0.80%,1.28%,--,8.07%,
2020,国都创新驱动,0.8529,-5.04%,-13.75%,-18.64%,-23.97%,--,-11.94%,
2021,华夏回报二号混合,1.0294,-4.43%,-14.14%,-18.22%,-10.33%,14.45%,401.37%,
2023,红塔红土稳健回报A,0.9798,-1.43%,-3.71%,-9.76%,-12.10%,--,-2.14%,
2024,红塔红土稳健回报C,0.9593,-1.46%,-3.78%,-9.89%,-12.72%,--,-4.19%,
2025,广发聚盛混合A,1.1951,0.34%,0.42%,1.70%,4.09%,--,22.83%,
2026,广发聚盛混合C,1.134,0.27%,0.35%,1.52%,4.91%,--,16.65%,
2027,中加心享混合A,1.0215,0.50%,0.63%,0.00%,0.84%,--,7.29%,
2028,九泰天宝灵活配置混合C,1.157,-0.34%,0.61%,1.23%,-8.67%,--,23.32%,
2029,安信动态策略混合C,1.2014,-0.22%,-1.59%,-5.36%,-2.71%,--,15.47%,
2030,信诚新选混合B,0.9538,-1.14%,-7.66%,-13.92%,-12.98%,--,-4.80%,
2031,华夏策略精选,2.9773,-3.14%,-8.98%,-13.35%,-12.92%,20.62%,303.38%,
2035,安信平稳增长混合发起C,1.1608,0.03%,-0.95%,-0.79%,1.01%,--,15.24%,
2036,安信优势增长混合C,1.2738,-4.47%,-10.60%,-14.72%,-6.21%,--,22.26%,
2039,国投瑞银新收益混合A,,,,,,,,
2040,国投瑞银新收益混合C,,,,,,,,
2041,国投瑞银新成长混合A,,,,,,,,
2042,国投瑞银新成长混合C,,,,,,,,
2043,天治研究驱动混合C,0.9782,0.31%,-7.94%,-12.83%,-11.82%,--,-9.47%,
2046,信诚新锐混合B,1.058,0.38%,0.67%,0.38%,1.73%,--,5.70%,
2048,博时安誉18个月定开债,1.0222,0.29%,2.30%,3.76%,2.82%,--,5.26%,
2049,融通新机遇灵活配置混合,1.0323,0.29%,-0.39%,0.29%,3.08%,--,7.56%,
2050,融通新机遇灵活配置混合(后端),,,,,,,,
2051,诺安创新驱动混合C,0.9934,-0.10%,-1.87%,-2.64%,-1.49%,--,4.16%,
2052,诺安稳健回报灵活配置混合C,1.2983,0.31%,-1.07%,-0.77%,0.52%,--,6.21%,
2053,诺安优势行业混合C,1.2534,0.00%,-1.87%,-4.12%,-5.13%,--,-2.25%,
2054,中银新财富混合A,0.9802,1.24%,-0.81%,1.59%,2.64%,--,12.90%,
2055,国泰兴益灵活配置混合C,0.9975,-0.30%,-4.57%,-6.36%,-5.92%,--,6.75%,
2056,中银新财富混合C,0.9792,1.34%,-0.81%,1.51%,2.26%,--,12.08%,
2057,中银新机遇混合A,0.9936,0.71%,-0.10%,-0.10%,2.47%,--,14.86%,
2058,中银新机遇混合C,0.9926,0.71%,-0.20%,-0.20%,2.38%,--,14.44%,
2059,国泰浓益灵活配置混合C,2.3241,-4.26%,-11.14%,-17.62%,-14.93%,--,83.87%,
2060,东方新策略灵活配置混合C,0.9693,0.79%,-1.84%,-5.42%,-10.92%,--,-3.88%,
2061,国泰安康定期支付混合C,2.5032,0.28%,-1.88%,-2.68%,0.04%,--,102.67%,
2062,国泰国策驱动灵活配置混合C,1.2839,-4.53%,-15.96%,-23.01%,-22.54%,--,-8.87%,
2063,国泰结构转型灵活配置混合C,1.6154,-2.33%,-7.38%,-15.66%,-13.83%,--,-1.33%,
2064,华富产业升级灵活配置混合,0.8461,-11.04%,-15.82%,-27.19%,-20.11%,--,-15.40%,
2065,景顺长城景盛双息收益债券A,1.0655,0.38%,-0.09%,0.09%,1.33%,--,6.50%,
2066,景顺长城景盛双息收益债券C,1.0535,0.38%,-0.28%,-0.19%,0.86%,--,5.30%,
2067,诺安精选回报混合,0.8722,-0.68%,-2.99%,-10.52%,-18.05%,--,0.79%,
2068,东方多策略灵活配置混合C,1.7295,-0.01%,1.72%,2.33%,54.76%,--,60.67%,
2069,华泰柏瑞盛利混合A,0.9766,-4.51%,-13.27%,-18.12%,-14.33%,--,-2.83%,
2070,华泰柏瑞盛利混合C,0.9246,-4.92%,-17.07%,-21.77%,-18.84%,--,-8.03%,
2071,长安产业精选混合C,1.0175,-3.33%,-13.38%,-13.66%,-11.54%,--,3.21%,
2072,长安鑫利优选混合C,1.4581,-0.47%,-10.60%,-12.27%,-3.09%,--,33.99%,
2073,圆信永丰兴融A,1.0191,0.59%,2.09%,3.21%,5.38%,--,10.07%,
2074,圆信永丰兴融C,1.0181,0.59%,2.09%,3.01%,5.07%,--,9.32%,
2075,光大睿鑫混合C,1.0079,0.20%,-0.98%,-1.36%,1.56%,--,8.67%,
2076,浙商聚潮灵活配置,0.7803,-8.56%,-16.36%,-26.24%,-28.44%,--,-22.52%,
2077,浙商日添利A,0.6211,0.24%,0.69%,1.59%,3.56%,--,9.37%,
2078,浙商日添利B,0.6935,0.26%,0.75%,1.71%,3.81%,--,10.12%,
2079,前海开源中国稀缺资产混合C,0.8578,0.00%,-0.23%,-4.44%,-8.12%,--,-14.00%,
2080,前海开源一带一路混合C,0.8127,-4.10%,-8.30%,-12.23%,-22.17%,--,-18.20%,
2081,大成景沛灵活配置混合A,1.066,-0.09%,2.60%,2.69%,4.23%,--,11.84%,
2082,华泰柏瑞激励动力混合C,1.2538,-4.60%,-21.08%,-18.01%,-5.93%,--,29.12%,
2083,新华鑫动力灵活配置混合A,0.7289,-5.27%,-13.79%,-24.16%,-31.52%,--,-28.10%,
2084,新华鑫动力灵活配置混合C,0.7269,-5.28%,-13.72%,-24.13%,-31.52%,--,-28.30%,
2085,长盛互联网+混合,0.9713,-1.02%,-10.72%,-14.49%,-8.20%,--,-2.60%,
2086,大成景安短融债券E,1.2091,0.22%,0.97%,1.94%,4.59%,--,11.18%,
2087,国富新机遇混合A,1.0672,0.57%,0.47%,0.38%,2.50%,--,10.48%,
2088,国富新机遇混合C,1.0641,0.57%,0.38%,0.28%,2.22%,--,9.47%,
2089,长盛盛鑫混合A,1.076,-0.46%,-1.10%,-1.10%,-0.46%,--,7.50%,
2090,长盛盛鑫混合C,1.145,-0.78%,-1.55%,-1.64%,-1.04%,--,14.30%,
2091,华泰柏瑞新利混合C,1.0009,0.74%,-0.41%,-0.94%,0.25%,--,10.36%,
2092,国富新增长混合A,1.0493,0.33%,-0.49%,-5.14%,-2.18%,--,10.51%,
2093,国富新增长混合C,1.0373,0.30%,-0.57%,-5.31%,-2.51%,--,9.26%,
2094,华泰柏瑞制造2025混合C,0.8303,-7.53%,-18.62%,-22.25%,-22.47%,--,-25.78%,
2095,博时新收益A,1.0179,1.27%,0.23%,0.80%,0.45%,--,8.28%,
2096,博时新收益C,1.0157,1.26%,0.21%,0.75%,0.34%,--,7.54%,
2097,国富新价值混合A,,,,,,,,
2098,国富新价值混合C,,,,,,,,
2099,国富新活力混合A,,,,,,,,
2100,国富新活力混合C,,,,,,,,
2101,创金合信债券A,1.0061,0.79%,1.99%,-3.07%,-8.68%,--,7.30%,
2102,创金合信债券C,1.0054,0.77%,1.84%,-3.27%,-9.41%,--,-1.62%,
2103,招商康泰灵活配置混合,1.0369,-1.15%,-3.18%,-2.91%,0.39%,--,3.60%,
2104,博时新价值A,1.0057,0.65%,-2.81%,-1.63%,-2.64%,--,0.67%,
2105,博时新价值C,1.0044,0.64%,-2.83%,-1.67%,-2.73%,--,0.26%,
2106,德邦福鑫灵活配置混合C,0.9989,1.46%,-10.88%,-13.08%,-11.49%,--,-1.95%,
2109,博时裕丰纯债3个月定开债,1.0948,0.42%,2.44%,4.07%,5.88%,--,9.46%,
2110,中海中鑫灵活配置混合,,,,,,,,
2111,华宝新起点混合,1.0032,0.09%,-0.72%,-1.96%,0.13%,--,4.69%,
2112,德邦鑫星价值灵活配置混合C,1.0157,0.43%,-1.93%,-2.00%,0.37%,--,11.66%,
2114,国富新收益混合A,,,,,,,,
2115,国富新收益混合C,,,,,,,,
2116,广发安享混合A,1.0379,0.39%,0.48%,1.91%,5.35%,--,15.00%,
2117,广发安享混合C,1.0369,0.39%,0.38%,1.82%,5.03%,--,21.73%,
2118,广发安盈混合A,0.9146,-0.87%,-6.54%,-13.61%,-12.12%,--,-8.60%,
2119,广发安盈混合C,0.9177,-0.97%,-6.72%,-13.75%,-11.75%,--,-8.40%,
2120,广发安悦混合,1.084,0.46%,0.74%,2.17%,6.21%,--,11.62%,
2121,广发沪港深新起点股票,1.1241,-3.91%,-16.45%,-18.98%,-12.94%,--,17.97%,
2123,北信瑞丰外延增长,0.9125,-1.40%,-5.17%,-8.57%,-19.19%,--,-8.20%,
2124,广发新兴产业混合,1.0229,-9.44%,-19.29%,-25.60%,-21.22%,--,1.70%,
2125,广发新兴成长混合,0.6839,-10.50%,-18.81%,-27.75%,-31.94%,--,-31.80%,
2128,广发鑫惠纯债定开,1.0601,0.76%,1.82%,3.92%,5.58%,--,8.22%,
2132,广发鑫享混合,0.7279,-9.85%,-21.54%,-28.66%,-28.93%,--,-26.80%,
2133,广发鑫益混合,0.8753,-3.74%,-15.23%,-22.65%,-27.35%,--,-12.60%,
2134,广发鑫裕混合,1.1914,-0.50%,-2.45%,-3.79%,-1.00%,--,19.30%,
2135,广发鑫源混合A,1.0446,0.87%,0.29%,-0.38%,-0.10%,--,4.40%,
2136,广发鑫源混合C,1.0779,0.84%,0.28%,-0.55%,0.19%,--,7.80%,
2137,诺安利鑫灵活配置混合,1.0637,-0.69%,-13.71%,-6.49%,4.64%,--,6.00%,
2138,泓德裕泰债券A,1.1401,0.97%,2.06%,2.24%,5.46%,--,14.00%,
2139,泓德裕泰债券C,1.1211,0.99%,2.00%,2.09%,5.15%,--,12.20%,
2140,博时裕诚纯债债券,1.0762,0.65%,1.80%,3.07%,4.77%,--,7.60%,
2141,建信鑫丰回报灵活配置混合C,1.0346,-1.23%,-3.20%,-4.36%,-5.85%,--,0.95%,
2142,博时外延增长主题灵活配置混合,0.9902,-2.58%,-11.76%,-17.05%,-11.79%,--,23.67%,
2143,博时裕坤3个月定开债,1.067,0.39%,2.24%,3.66%,5.04%,--,8.03%,
2144,华安新优选灵活配置混合C,1.0569,-0.84%,14.19%,1.05%,1.05%,--,6.52%,
2145,诺安景鑫灵活配置混合,0.8127,-3.01%,-6.47%,-19.21%,-19.78%,--,-18.58%,
2146,长安鑫益增强混合A,1.0446,1.82%,4.85%,5.99%,11.57%,--,4.12%,
2147,长安鑫益增强混合C,1.0318,1.73%,4.73%,5.76%,11.59%,--,2.84%,
2148,国寿安保稳惠混合,0.9606,-0.27%,-2.70%,-5.01%,-6.50%,--,8.13%,
2149,嘉实新优选混合,1.059,0.57%,0.19%,0.01%,2.69%,--,10.91%,
2152,华宝核心优势混合,0.9569,-5.34%,-12.99%,-18.40%,-14.00%,--,-4.20%,
2155,国金鑫瑞灵活配置混合,0.877,-7.38%,-11.81%,-17.48%,-14.16%,--,-13.41%,
2156,长盛盛世混合A,0.8962,2.15%,-0.33%,-5.75%,-10.55%,--,2.95%,
2157,长盛盛世混合C,0.8912,2.28%,-0.33%,-5.78%,-10.69%,--,-2.29%,
